token,lemma,pos
was,be,AUX
critical,critical,ADJ
about,about,ADP
American,american,ADJ
women,woman,NOUN
",",",",PUNCT
especially,especially,ADV
the,the,DET
floating,floating,NOUN
population,population,NOUN
of,of,ADP
ex-Westerners,ex-Westerner,NOUN
.,.,PUNCT
"""","""",PUNCT
They,they,PRON
have,have,VERB
accents,accent,NOUN
",",",",PUNCT
my,my,PRON
dear,dear,NOUN
",",",",PUNCT
"""","""",PUNCT
she,she,PRON
told,tell,VERB
Amory,Amory,PROPN
",",",",PUNCT
"""","""",PUNCT
not,not,ADV
Southern,southern,ADJ
accents,accents,NOUN
or,or,CCONJ
Boston,Boston,PROPN
accents,accent,NOUN
",",",",PUNCT
not,not,CCONJ
an,a,DET
accent,accent,NOUN
attached,attach,VERB
to,to,ADP
any,any,DET
locality,locality,NOUN
",",",",PUNCT
just,just,ADV
an,a,DET
accent,accent,NOUN
"""","""",PUNCT
--,--,PUNCT
she,she,PRON
became,become,VERB
dreamy,dreamy,NOUN
.,.,PUNCT
"""","""",PUNCT
They,they,PRON
pick,pick,VERB
up,up,ADP
old,old,ADJ
",",",",PUNCT
moth,moth,CCONJ
-,-,PUNCT
eaten,eat,VERB
London,London,PROPN
accents,accent,NOUN
that,that,PRON
are,be,AUX
down,down,ADV
on,on,ADP
their,they,PRON
luck,luck,NOUN
and,and,CCONJ
have,have,VERB
to,to,PART
be,be,AUX
used,use,VERB
by,by,ADP
some,some,DET
one,one,NOUN
.,.,PUNCT
They,they,PRON
talk,talk,VERB
as,as,ADP
an,a,DET
English,english,ADJ
butler,butler,NOUN
might,might,AUX
after,after,ADP
several,several,ADJ
years,year,NOUN
in,in,ADP
a,a,DET
Chicago,Chicago,PROPN
grand,grand,NOUN
-,-,PUNCT
opera,opera,NOUN
company,company,NOUN
.,.,PUNCT
"""","""",PUNCT
She,she,PRON
became,become,VERB
almost,almost,ADV
incoherent,incoherent,ADJ
--,--,PUNCT
"""","""",PUNCT
Suppose,suppose,NOUN
--,--,PUNCT
time,time,NOUN
in,in,ADP
every,every,DET
Western,Western,ADJ
woman,woman,NOUN
's,'s,PART
life,life,NOUN
--,--,PUNCT
she,she,PRON
feels,feel,VERB
her,she,PRON
husband,husband,NOUN
is,be,AUX
prosperous,prosperous,ADJ
enough,enough,ADV
for,for,ADP
her,she,PRON
to,to,PART
have,have,VERB
--,--,PUNCT
accent,accent,NOUN
--,--,PUNCT
they,they,PRON
try,try,VERB
to,to,PART
impress,impress,VERB
_me_,_me_,SYM
",",",",PUNCT
my,my,PRON
dear,dear,NOUN
"--""","--""",PUNCT
Though,though,SCONJ
she,she,PRON
thought,think,VERB
of,of,ADP
her,she,PRON
body,body,NOUN
as,as,ADP
a,a,DET
mass,mass,NOUN
of,of,ADP
frailties,frailty,NOUN
",",",",PUNCT
she,she,PRON
considered,consider,VERB
her,she,PRON
soul,soul,NOUN
quite,quite,ADV
as,as,ADV
ill,ill,ADJ
",",",",PUNCT
and,and,CCONJ
therefore,therefore,ADV
important,important,ADJ
in,in,ADP
her,she,PRON
life,life,NOUN
.,.,PUNCT
She,she,PRON
had,have,VERB
once,once,ADV
been,be,AUX
a,a,DET
Catholic,Catholic,PROPN
",",",",PUNCT
but,but,CCONJ
discovering,discover,VERB
that,that,SCONJ
priests,priest,NOUN
were,be,AUX
infinitely,infinitely,ADV
more,more,ADJ
attentive,attentive,VERB
when,when,ADV
she,she,PRON
was,be,AUX
in,in,ADP
process,process,NOUN
of,of,SCONJ
losing,lose,VERB
or,or,CCONJ
regaining,regain,VERB
faith,faith,NOUN
in,in,ADP
Mother,mother,NOUN
Church,church,PROPN
",",",",PUNCT
she,she,PRON
maintained,maintain,VERB
an,a,DET
enchantingly,enchantingly,ADV
wavering,wave,VERB
attitude,attitude,NOUN
.,.,PUNCT
Often,often,VERB
she,she,PRON
deplored,deplor,VERB
the,the,DET
bourgeois,bourgeois,NOUN
quality,quality,NOUN
of,of,ADP
the,the,DET
American,american,ADJ
Catholic,Catholic,PROPN
clergy,clergy,NOUN
",",",",PUNCT
and,and,CCONJ
was,be,AUX
quite,quite,DET
sure,sure,ADJ
that,that,PRON
had,have,VERB
she,she,PRON
lived,live,VERB
in,in,ADP
the,the,DET
shadow,shadow,NOUN
of,of,ADP
the,the,DET
great,great,ADJ
Continental,continental,PROPN
cathedrals,cathedral,VERB
her,she,PRON
soul,soul,NOUN
would,would,AUX
still,still,ADV
be,be,AUX
a,a,DET
thin,thin,ADJ
flame,flame,NOUN
on,on,ADP
the,the,DET
mighty,mighty,NOUN
altar,altar,NOUN
of,of,ADP
Rome,Rome,PROPN
.,.,PUNCT
Still,still,ADV
",",",",PUNCT
next,next,ADJ
to,to,ADP
doctors,doctor,NOUN
",",",",PUNCT
priests,priest,NOUN
were,be,AUX
her,she,PRON
favorite,favorite,ADJ
sport,sport,NOUN
.,.,PUNCT
"""","""",PUNCT
Ah,ah,INTJ
",",",",PUNCT
Bishop,Bishop,PROPN
Wiston,Wiston,PROPN
",",",",PUNCT
"""","""",PUNCT
she,she,PRON
would,would,AUX
declare,declare,VERB
",",",",PUNCT
"""","""",PUNCT
I,I,PRON
do,do,AUX
not,not,PART
want,want,VERB
to,to,PART
talk,talk,VERB
of,of,ADP
myself,myself,PRON
.,.,PUNCT
I,I,PRON
can,can,AUX
imagine,imagine,VERB
the,the,DET
stream,stream,NOUN
of,of,ADP
hysterical,hysterical,ADJ
women,woman,NOUN
fluttering,flutter,VERB
at,at,ADP
your,you,PRON
doors,door,NOUN
",",",",PUNCT
beseeching,beseech,VERB
you,you,PRON
to,to,PART
be,be,AUX
simpatico,simpatico,PROPN
"""","""",PUNCT
--,--,PUNCT
then,then,ADV
after,after,ADP
an,a,DET
interlude,interlude,NOUN
filled,fill,VERB
by,by,ADP
the,the,DET
clergyman,clergyman,NOUN
--,--,PUNCT
"""","""",PUNCT
but,but,CCONJ
my,my,PRON
mood,mood,NOUN
--,--,PUNCT
is,be,AUX
--,--,PUNCT
oddly,oddly,ADV
dissimilar,dissimilar,ADJ
.,.,PUNCT
"""","""",PUNCT
Only,only,ADV
to,to,PART
bishops,bishop,VERB
and,and,CCONJ
above,above,ADV
did,do,AUX
she,she,PRON
divulge,divulge,VERB
her,she,PRON
clerical,clerical,ADJ
romance,romance,NOUN
.,.,PUNCT
When,when,ADV
she,she,PRON
had,have,AUX
first,first,ADV
returned,return,VERB
to,to,ADP
her,she,PRON
country,country,NOUN
there,there,ADV
had,have,AUX
been,be,AUX
a,a,DET
pagan,pagan,NOUN
",",",",PUNCT
Swinburnian,Swinburnian,PROPN
young,young,ADJ
man,man,NOUN
in,in,ADP
Asheville,Asheville,PROPN
",",",",PUNCT
for,for,ADP
whose,whose,PRON
passionate,passionate,ADJ
kisses,kiss,NOUN
and,and,CCONJ
unsentimental,unsentimental,ADJ
conversations,conversation,NOUN
she,she,PRON
had,have,AUX
taken,take,VERB
a,a,DET
decided,decide,VERB
penchant,penchant,NOUN
--,--,PUNCT
they,they,PRON
had,have,AUX
discussed,discuss,VERB
the,the,DET
matter,matter,NOUN
pro,pro,NOUN
and,and,CCONJ
con,con,NOUN
with,with,ADP
an,a,DET
intellectual,intellectual,ADJ
romancing,romancing,NOUN
quite,quite,ADV
devoid,devoid,ADJ
of,of,ADP
sappiness,sappiness,NOUN
.,.,PUNCT
Eventually,eventually,ADV
she,she,PRON
had,have,AUX
decided,decide,VERB
to,to,PART
marry,marry,VERB
for,for,ADP
background,background,NOUN
",",",",PUNCT
and,and,CCONJ
the,the,DET
young,young,ADJ
pagan,pagan,NOUN
from,from,ADP
Asheville,Asheville,PROPN
had,have,AUX
gone,go,VERB
through,through,ADP
a,a,DET
spiritual,spiritual,ADJ
crisis,crisis,NOUN
",",",",PUNCT
joined,joine,VERB
the,the,DET
Catholic,Catholic,PROPN
Church,church,PROPN
",",",",PUNCT
and,and,CCONJ
was,be,AUX
now,now,ADV
--,--,PUNCT
Monsignor,Monsignor,PROPN
Darcy,Darcy,PROPN
.,.,PUNCT
"""","""",PUNCT
Indeed,indeed,ADV
",",",",PUNCT
Mrs.,Mrs.,PROPN
Blaine,Blaine,PROPN
",",",",PUNCT
he,he,PRON
is,be,AUX
still,still,ADV
delightful,delightful,ADJ
company,company,NOUN
--,--,PUNCT
quite,quite,DET
the,the,DET
cardinal,cardinal,ADJ
's,'s,PART
right,right,ADJ
-,-,PUNCT
hand,hand,NOUN
man,man,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Amory,Amory,NOUN
will,will,AUX
go,go,VERB
to,to,ADP
him,he,PRON
one,one,NUM
day,day,NOUN
",",",",PUNCT
I,I,PRON
know,know,VERB
",",",",PUNCT
"""","""",PUNCT
breathed,breathe,VERB
the,the,DET
beautiful,beautiful,ADJ
lady,lady,NOUN
",",",",PUNCT
"""","""",PUNCT
and,and,CCONJ
Monsignor,Monsignor,PROPN
Darcy,Darcy,PROPN
will,will,AUX
understand,understand,VERB
him,he,PRON
as,as,SCONJ
he,he,PRON
understood,understand,VERB
me,I,PRON
.,.,PUNCT
"""","""",PUNCT
Amory,Amory,PROPN
became,become,VERB
thirteen,thirteen,NUM
",",",",PUNCT
rather,rather,ADV
tall,tall,ADJ
and,and,CCONJ
slender,slender,NOUN
",",",",PUNCT
and,and,CCONJ
more,more,ADJ
than,than,ADP
ever,ever,ADV
on,on,ADP
to,to,ADP
his,he,PRON
Celtic,Celtic,ADJ
mother,mother,NOUN
.,.,PUNCT
He,he,PRON
had,have,AUX
tutored,tutor,VERB
occasionally,occasionally,ADV
--,--,PUNCT
the,the,DET
idea,idea,NOUN
being,be,AUX
that,that,SCONJ
he,he,PRON
was,be,VERB
to,to,PART
"""","""",PUNCT
keep,keep,VERB
up,up,ADP
",",",",PUNCT
"""","""",PUNCT
at,at,ADP
each,each,DET
place,place,NOUN
"""","""",PUNCT
taking,take,VERB
up,up,ADP
the,the,DET
work,work,NOUN
where,where,ADV
he,he,PRON
left,leave,VERB
off,off,ADP
",",",",PUNCT
"""","""",PUNCT
yet,yet,ADV
as,as,ADP
no,no,DET
tutor,tutor,NOUN
ever,ever,ADV
found,find,VERB
the,the,DET
place,place,NOUN
he,he,PRON
left,leave,VERB
off,off,ADP
",",",",PUNCT
his,he,PRON
mind,mind,NOUN
was,be,AUX
still,still,ADV
in,in,ADV
very,very,ADV
good,good,ADJ
shape,shape,NOUN
.,.,PUNCT
What,what,DET
a,a,DET
few,few,ADJ
more,more,ADJ
years,year,NOUN
of,of,ADP
this,this,DET
life,life,NOUN
would,would,AUX
have,have,AUX
made,make,VERB
of,of,ADP
him,he,PRON
is,be,AUX
problematical,problematical,ADJ
.,.,PUNCT
However,however,ADV
",",",",PUNCT
four,four,NUM
hours,hour,NOUN
out,out,ADV
from,from,ADP
land,land,NOUN
",",",",PUNCT
Italy,Italy,PROPN
bound,bound,PROPN
",",",",PUNCT
with,with,ADP
Beatrice,Beatrice,PROPN
",",",",PUNCT
his,he,PRON
appendix,appendix,NOUN
burst,burst,NOUN
",",",",PUNCT
probably,probably,ADV
from,from,ADP
too,too,ADV
many,many,ADJ
meals,meal,NOUN
in,in,ADP
bed,bed,NOUN
",",",",PUNCT
and,and,CCONJ
after,after,ADP
a,a,DET
series,series,NOUN
of,of,ADP
frantic,frantic,ADJ
telegrams,telegram,NOUN
to,to,ADP
Europe,Europe,PROPN
and,and,CCONJ
America,America,PROPN
",",",",PUNCT
to,to,ADP
the,the,DET
amazement,amazement,NOUN
of,of,ADP
the,the,DET
passengers,passenger,NOUN
the,the,DET
great,great,ADJ
ship,ship,NOUN
slowly,slowly,ADV
wheeled,wheel,VERB
around,around,ADV
and,and,CCONJ
returned,return,VERB
to,to,ADP
New,New,PROPN
York,York,PROPN
to,to,PART
deposit,deposit,VERB
Amory,Amory,PROPN
at,at,ADP
the,the,DET
pier,pier,NOUN
.,.,PUNCT
You,you,PRON
will,will,AUX
admit,admit,VERB
that,that,PRON
if,if,SCONJ
it,it,PRON
was,be,AUX
not,not,PART
life,life,NOUN
it,it,PRON
was,be,AUX
magnificent,magnificent,ADJ
.,.,PUNCT
After,after,SCONJ
the,the,DET
operation,operation,NOUN
Beatrice,Beatrice,PROPN
had,have,VERB
a,a,DET
nervous,nervous,ADJ
breakdown,breakdown,NOUN
that,that,PRON
bore,bear,VERB
a,a,DET
suspicious,suspicious,ADJ
resemblance,resemblance,NOUN
to,to,PART
delirium,delirium,VERB
tremens,tremen,NOUN
",",",",PUNCT
and,and,CCONJ
Amory,Amory,PROPN
was,be,AUX
left,leave,VERB
in,in,ADV
Minneapolis,Minneapolis,PROPN
",",",",PUNCT
destined,destin,VERB
to,to,PART
spend,spend,VERB
the,the,DET
ensuing,ensuing,VERB
two,two,NUM
years,year,NOUN
with,with,ADP
his,he,PRON
aunt,aunt,NOUN
and,and,CCONJ
uncle,uncle,NOUN
.,.,PUNCT
There,there,PRON
the,the,DET
crude,crude,ADJ
",",",",PUNCT
vulgar,vulgar,ADJ
air,air,NOUN
of,of,ADP
Western,western,ADJ
civilization,civilization,NOUN
first,first,ADJ
catches,catch,NOUN
him,he,PRON
--,--,PUNCT
in,in,ADP
his,he,PRON
underwear,underwear,NOUN
",",",",PUNCT
so,so,ADV
to,to,PART
speak,speak,VERB
.,.,PUNCT
*****,*****,PUNCT
A,a,DET
KISS,kiss,PROPN
FOR,for,ADP
AMORY,AMORY,PROPN
His,he,PRON
lip,lip,NOUN
curled,curl,VERB
when,when,ADV
he,he,PRON
read,read,VERB
it,it,PRON
.,.,PUNCT
"""","""",PUNCT
I,I,PRON
am,be,AUX
going,go,VERB
to,to,PART
have,have,VERB
a,a,DET
bobbing,bobbing,NOUN
party,party,NOUN
",",",",PUNCT
"""","""",PUNCT
it,it,PRON
said,say,VERB
",",",",PUNCT
"""","""",PUNCT
on,on,ADP
Thursday,Thursday,PROPN
",",",",PUNCT
December,December,PROPN
the,the,DET
seventeenth,seventeenth,NOUN
",",",",PUNCT
at,at,ADP
five,five,NUM
o'clock,o'clock,NOUN
",",",",PUNCT
and,and,CCONJ
I,I,PRON
would,would,AUX
like,like,VERB
it,it,PRON
very,very,ADV
much,much,ADV
if,if,SCONJ
you,you,PRON
could,could,AUX
come,come,VERB
.,.,PUNCT
Yours,yours,NOUN
truly,truly,ADV
",",",",PUNCT
R.S.V.P,R.s.v.p,INTJ
.,.,PUNCT
Myra,Myra,PROPN
St.,St.,PROPN
Claire,Claire,PROPN
.,.,PUNCT
He,he,PRON
had,have,AUX
been,be,AUX
two,two,NUM
months,month,NOUN
in,in,ADP
Minneapolis,Minneapolis,PROPN
",",",",PUNCT
and,and,CCONJ
his,he,PRON
chief,chief,ADJ
struggle,struggle,NOUN
had,have,AUX
been,be,AUX
the,the,DET
concealing,concealing,NOUN
from,from,ADP
"""","""",PUNCT
the,the,DET
other,other,ADJ
guys,guy,NOUN
at,at,ADP
school,school,NOUN
"""","""",PUNCT
how,how,ADV
particularly,particularly,ADV
superior,superior,ADJ
he,he,PRON
felt,feel,VERB
himself,himself,PRON
to,to,PART
be,be,VERB
",",",",PUNCT
yet,yet,CCONJ
this,this,DET
conviction,conviction,NOUN
was,be,AUX
built,build,VERB
upon,upon,ADP
shifting,shifting,NOUN
sands,sand,NOUN
.,.,PUNCT
He,he,PRON
had,have,AUX
shown,show,VERB
off,off,ADP
one,one,NUM
day,day,NOUN
in,in,ADP
French,french,ADJ
class,class,NOUN
(,(,PUNCT
he,he,PRON
was,be,AUX
in,in,ADP
senior,senior,ADJ
French,French,PROPN
class,class,NOUN
),),PUNCT
to,to,ADP
the,the,DET
utter,utter,ADJ
confusion,confusion,NOUN
of,of,ADP
Mr.,Mr.,PROPN
Reardon,Reardon,PROPN
",",",",PUNCT
whose,whose,PRON
accent,accent,ADJ
Amory,Amory,NOUN
damned,damn,VERB
contemptuously,contemptuously,ADV
",",",",PUNCT
and,and,CCONJ
to,to,ADP
the,the,DET
delight,delight,NOUN
of,of,ADP
the,the,DET
class,class,NOUN
.,.,PUNCT
Mr.,Mr.,PROPN
Reardon,Reardon,PROPN
",",",",PUNCT
who,who,PRON
had,have,VERB
spent,spend,VERB
several,several,ADJ
weeks,week,NOUN
in,in,ADP
Paris,Paris,PROPN
ten,ten,NUM
years,year,NOUN
before,before,ADV
",",",",PUNCT
took,take,VERB
his,he,PRON
revenge,revenge,NOUN
on,on,ADP
the,the,DET
verbs,verb,ADV
",",",",PUNCT
whenever,whenever,ADV
he,he,PRON
had,have,VERB
his,he,PRON
book,book,NOUN
open,open,ADJ
.,.,PUNCT
But,but,CCONJ
another,another,DET
time,time,NOUN
Amory,Amory,PROPN
showed,show,VERB
off,off,ADP
in,in,ADP
history,history,NOUN
class,class,NOUN
",",",",PUNCT
with,with,ADP
quite,quite,DET
disastrous,disastrous,ADJ
results,result,NOUN
",",",",PUNCT
for,for,ADP
the,the,DET
boys,boy,NOUN
there,there,ADV
were,be,AUX
his,he,PRON
own,own,ADJ
age,age,NOUN
",",",",PUNCT
and,and,CCONJ
they,they,PRON
shrilled,shrill,VERB
innuendoes,innuendoe,NOUN
at,at,ADP
each,each,DET
other,other,ADJ
all,all,DET
the,the,DET
following,follow,VERB
week,week,NOUN
:,:,PUNCT
"""","""",PUNCT
Aw,Aw,INTJ
--,--,PUNCT
I,I,PRON
b'lieve,b'lieve,VERB
",",",",PUNCT
doncherknow,doncherknow,INTJ
",",",",PUNCT
the,the,DET
Umuricun,Umuricun,PROPN
revolution,revolution,NOUN
was,be,AUX
_lawgely,_lawgely,ADV
_,NA,SYM
an,a,DET
affair,affair,NOUN
of,of,ADP
the,the,DET
middul,middul,ADJ
_clawses_,_clawses_,SYM
",",",",PUNCT
"""","""",PUNCT
or,or,CCONJ
"""","""",PUNCT
Washington,Washington,PROPN
came,come,VERB
of,of,ADP
very,very,ADV
good,good,ADJ
blood,blood,NOUN
--,--,PUNCT
aw,aw,INTJ
",",",",PUNCT
quite,quite,ADV
good,good,ADJ
--,--,PUNCT
I,I,PRON
b'lieve,b'lieve,VERB
.,.,PUNCT
"""","""",PUNCT
Amory,Amory,PROPN
ingeniously,ingeniously,ADV
tried,try,VERB
to,to,PART
retrieve,retrieve,VERB
himself,himself,PRON
by,by,SCONJ
blundering,blundere,VERB
on,on,ADP
purpose,purpose,NOUN
.,.,PUNCT
Two,two,NUM
years,year,NOUN
before,before,SCONJ
he,he,PRON
had,have,AUX
commenced,commence,VERB
a,a,DET
history,history,NOUN
of,of,ADP
the,the,DET
United,United,PROPN
States,States,PROPN
which,which,PRON
",",",",PUNCT
though,though,SCONJ
it,it,PRON
only,only,ADV
got,get,VERB
as,as,ADV
far,far,ADV
as,as,SCONJ
the,the,DET
Colonial,Colonial,PROPN
Wars,Wars,PROPN
",",",",PUNCT
had,have,AUX
been,be,AUX
pronounced,pronounce,VERB
by,by,ADP
his,he,PRON
mother,mother,NOUN
completely,completely,ADV
enchanting,enchant,VERB
.,.,PUNCT
His,he,PRON
chief,chief,ADJ
disadvantage,disadvantage,NOUN
lay,lay,VERB
in,in,ADP
athletics,athletic,NOUN
",",",",PUNCT
but,but,CCONJ
as,as,ADV
soon,soon,ADV
as,as,SCONJ
he,he,PRON
discovered,discover,VERB
that,that,SCONJ
it,it,PRON
was,be,AUX
the,the,DET
touchstone,touchstone,NOUN
of,of,ADP
power,power,NOUN
and,and,CCONJ
popularity,popularity,NOUN
at,at,ADP
school,school,NOUN
",",",",PUNCT
he,he,PRON
began,begin,VERB
to,to,PART
make,make,VERB
furious,furious,ADJ
",",",",PUNCT
persistent,persistent,ADJ
efforts,effort,NOUN
to,to,PART
excel,excel,VERB
in,in,ADP
the,the,DET
winter,winter,NOUN
sports,sport,NOUN
",",",",PUNCT
and,and,CCONJ
with,with,ADP
his,he,PRON
ankles,ankle,NOUN
aching,ach,VERB
and,and,CCONJ
bending,bend,VERB
in,in,ADP
spite,spite,NOUN
of,of,ADP
his,he,PRON
efforts,effort,NOUN
",",",",PUNCT
he,he,PRON
skated,skate,VERB
valiantly,valiantly,ADV
around,around,ADP
the,the,DET
Lorelie,Lorelie,PROPN
rink,rink,VERB
every,every,DET
afternoon,afternoon,NOUN
",",",",PUNCT
wondering,wonder,VERB
how,how,ADV
soon,soon,ADV
he,he,PRON
would,would,AUX
be,be,AUX
able,able,ADJ
to,to,PART
carry,carry,VERB
a,a,DET
hockey,hockey,NOUN
-,-,PUNCT
stick,stick,NOUN
without,without,SCONJ
getting,get,VERB
it,it,PRON
inexplicably,inexplicably,ADV
tangled,tangle,VERB
in,in,ADP
his,he,PRON
skates,skate,NOUN
.,.,PUNCT
The,the,DET
invitation,invitation,NOUN
to,to,ADP
Miss,miss,PROPN
Myra,Myra,PROPN
St.,St.,PROPN
Claire,Claire,PROPN
's,'s,PART
bobbing,bobbing,NOUN
party,party,NOUN
spent,spend,VERB
the,the,DET
morning,morning,NOUN
in,in,ADP
his,he,PRON
coat,coat,NOUN
pocket,pocket,NOUN
",",",",PUNCT
where,where,ADV
it,it,PRON
had,have,VERB
an,a,DET
intense,intense,ADJ
physical,physical,ADJ
affair,affair,NOUN
with,with,ADP
a,a,DET
dusty,dusty,NOUN
piece,piece,NOUN
of,of,ADP
peanut,peanut,NOUN
brittle,brittle,NOUN
.,.,PUNCT
During,during,ADP
the,the,DET
afternoon,afternoon,NOUN
he,he,PRON
brought,bring,VERB
it,it,PRON
to,to,ADP
light,light,NOUN
with,with,ADP
a,a,DET
sigh,sigh,NOUN
",",",",PUNCT
and,and,CCONJ
after,after,ADP
some,some,DET
consideration,consideration,NOUN
and,and,CCONJ
a,a,DET
preliminary,preliminary,ADJ
draft,draft,NOUN
in,in,ADP
the,the,DET
back,back,ADV
of,of,ADP
Collar,collar,PROPN
and,and,CCONJ
Daniel,Daniel,PROPN
's,'s,PART
"""","""",PUNCT
First,first,PROPN
-,-,PUNCT
Year,year,PROPN
Latin,latin,PROPN
",",",",PUNCT
"""","""",PUNCT
composed,compose,VERB
an,a,DET
answer,answer,NOUN
:,:,PUNCT
My,my,PRON
dear,dear,NOUN
Miss,miss,PROPN
St.,St.,PROPN
Claire,Claire,PROPN
:,:,PUNCT
Your,you,PRON
truly,truly,ADV
charming,charme,VERB
envitation,envitation,NOUN
for,for,ADP
the,the,DET
evening,evening,NOUN
of,of,ADP
next,next,ADJ
Thursday,Thursday,PROPN
evening,evening,NOUN
was,be,AUX
truly,truly,ADV
delightful,delightful,ADJ
to,to,PART
receive,receive,VERB
this,this,DET
morning,morning,NOUN
.,.,PUNCT
I,I,PRON
will,will,AUX
be,be,AUX
charm,charm,NOUN
and,and,CCONJ
inchanted,inchant,VERB
indeed,indeed,ADV
to,to,PART
present,present,VERB
my,my,PRON
compliments,compliment,NOUN
on,on,ADP
next,next,ADJ
Thursday,Thursday,PROPN
evening,evening,NOUN
.,.,PUNCT
Faithfully,faithfully,ADV
",",",",PUNCT
Amory,Amory,PROPN
Blaine,Blaine,PROPN
.,.,PUNCT
*****,*****,PUNCT
On,on,ADP
Thursday,Thursday,PROPN
",",",",PUNCT
therefore,therefore,ADV
",",",",PUNCT
he,he,PRON
walked,walk,VERB
pensively,pensively,ADV
along,along,ADP
the,the,DET
slippery,slippery,NOUN
",",",",PUNCT
shovel,shovel,NOUN
-,-,PUNCT
scraped,scrape,VERB
sidewalks,sidewalk,NOUN
",",",",PUNCT
and,and,CCONJ
came,come,VERB
in,in,ADP
sight,sight,NOUN
of,of,ADP
Myra,Myra,PROPN
's,'s,PART
house,house,NOUN
",",",",PUNCT
on,on,ADP
the,the,DET
half,half,NOUN
-,-,PUNCT
hour,hour,NOUN
after,after,ADP
five,five,NUM
",",",",PUNCT
a,a,DET
lateness,lateness,NOUN
which,which,PRON
he,he,PRON
fancied,fancy,VERB
his,he,PRON
mother,mother,NOUN
would,would,AUX
have,have,AUX
favored,favore,VERB
.,.,PUNCT
He,he,PRON
waited,wait,VERB
on,on,ADP
the,the,DET
door,door,NOUN
-,-,PUNCT
step,step,NOUN
with,with,ADP
his,he,PRON
eyes,eye,NOUN
nonchalantly,nonchalantly,ADV
half,half,ADV
-,-,PUNCT
closed,close,ADJ
",",",",PUNCT
and,and,CCONJ
planned,plan,VERB
his,he,PRON
entrance,entrance,NOUN
with,with,ADP
precision,precision,NOUN
.,.,PUNCT
He,he,PRON
would,would,AUX
cross,cross,VERB
the,the,DET
floor,floor,NOUN
",",",",PUNCT
not,not,PART
too,too,ADV
hastily,hastily,ADV
",",",",PUNCT
to,to,ADP
Mrs.,Mrs.,PROPN
St,St,PROPN
.,.,PUNCT
Claire,Claire,PROPN
",",",",PUNCT
and,and,CCONJ
say,say,VERB
with,with,ADP
exactly,exactly,ADV
the,the,DET
correct,correct,ADJ
modulation,modulation,NOUN
:,:,PUNCT
"""","""",PUNCT
My,my,PRON
_dear_,_dear_,SYM
Mrs.,Mrs.,PROPN
St,St,PROPN
.,.,PUNCT
Claire,Claire,PROPN
",",",",PUNCT
I,I,PRON
'm,be,AUX
_frightfully,_frightfully,ADV
_,NA,SYM
sorry,sorry,ADJ
to,to,PART
be,be,AUX
late,late,ADJ
",",",",PUNCT
but,but,CCONJ
my,my,PRON
maid,maid,AUX
"""","""",PUNCT
--,--,PUNCT
he,he,PRON
paused,pause,VERB
there,there,ADV
and,and,CCONJ
realized,realize,VERB
he,he,PRON
would,would,AUX
be,be,AUX
quoting,quote,VERB
--,--,PUNCT
"""","""",PUNCT
but,but,CCONJ
my,my,PRON
uncle,uncle,NOUN
and,and,CCONJ
I,I,PRON
had,have,VERB
to,to,PART
see,see,VERB
a,a,DET
fella,fella,NOUN
--,--,PUNCT
Yes,yes,INTJ
",",",",PUNCT
I,I,PRON
've,have,AUX
met,meet,VERB
your,you,PRON
enchanting,enchanting,VERB
daughter,daughter,NOUN
at,at,ADP
dancing,dancing,NOUN
-,-,PUNCT
school,school,NOUN
.,.,PUNCT
"""","""",PUNCT
Then,then,ADV
he,he,PRON
would,would,AUX
shake,shake,VERB
hands,hand,NOUN
",",",",PUNCT
using,use,VERB
that,that,SCONJ
slight,slight,ADJ
",",",",PUNCT
half,half,ADV
-,-,PUNCT
foreign,foreign,ADJ
bow,bow,NOUN
",",",",PUNCT
with,with,SCONJ
all,all,DET
the,the,DET
starchy,starchy,ADJ
little,little,ADJ
females,females,NOUN
",",",",PUNCT
and,and,CCONJ
nod,nod,VERB
to,to,ADP
the,the,DET
fellas,fella,NOUN
who,who,PRON
would,would,AUX
be,be,AUX
standing,stand,VERB
'round,'round,ADV
",",",",PUNCT
paralyzed,paralyze,VERB
into,into,ADP
rigid,rigid,ADJ
groups,group,NOUN
for,for,ADP
mutual,mutual,ADJ
protection,protection,NOUN
.,.,PUNCT
A,a,DET
butler,butler,NOUN
(,(,PUNCT
one,one,NUM
of,of,ADP
the,the,DET
three,three,NUM
in,in,ADP
Minneapolis,Minneapolis,PROPN
),),PUNCT
swung,swing,ADV
open,open,VERB
the,the,DET
door,door,NOUN
.,.,PUNCT
Amory,Amory,PROPN
stepped,step,VERB
inside,inside,ADV
and,and,CCONJ
divested,divest,VERB
himself,himself,PRON
of,of,ADP
cap,cap,NOUN
and,and,CCONJ
coat,coat,NOUN
.,.,PUNCT
He,he,PRON
was,be,AUX
mildly,mildly,ADV
surprised,surprise,VERB
not,not,ADV
to,to,PART
hear,hear,VERB
the,the,DET
shrill,shrill,NOUN
squawk,squawk,NOUN
of,of,ADP
conversation,conversation,NOUN
from,from,ADP
the,the,DET
next,next,ADJ
room,room,NOUN
",",",",PUNCT
and,and,CCONJ
he,he,PRON
decided,decide,VERB
it,it,PRON
must,must,AUX
be,be,AUX
quite,quite,ADV
formal,formal,ADJ
.,.,PUNCT
He,he,PRON
approved,approve,VERB
of,of,ADP
that,that,PRON
